"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Source","__Smoothing Period","__Constant D","__Color Bars","__Loopback Period","__Min Consolidation Length","__Paint Consolidation Area","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Length","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-47.43,-0.47,-102.63,-1.03,55.20,0.55,5057.78,50.58,2229.95,22.30,2827.83,28.28,5105.21,51.05,2332.58,23.33,2772.63,27.73,954.31,9.12,995.81,9.51,246.87,2.47,0.02,0.04,0.99,0.96,1.02,0,0,0,132.96,1.34,1432.35,697.95,734.41,95.00,46.00,49.00,1.00,1.00,0,38.00,17.00,21.00,57.00,29.00,28.00,40.00,36.96,42.86,-0.50,0,-2.23,-0.02,1.13,0.01,133.10,1.33,131.17,1.31,134.66,1.35,89.57,0.89,80.43,0.80,99.02,0.99,1.49,1.63,1.36,304.07,3.04,304.07,3.04,245.72,2.46,167.68,1.68,133.75,1.34,167.68,1.68,60.00,69.00,52.00,69.00,81.00,58.00,55.00,62.00,47.00,0,0,0,"Changed "" Multiplier"": 4 => 3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-863.42,-8.63,-508.83,-5.09,-354.59,-3.55,4580.38,45.80,1746.10,17.46,2834.28,28.34,5443.80,54.44,2254.93,22.55,3188.87,31.89,947.59,9.86,1753.22,16.86,246.10,2.46,-0.33,-0.37,0.84,0.77,0.89,0,0,0,132.19,1.45,1147.32,532.52,614.80,76.00,35.00,41.00,1.00,1.00,0,30.00,13.00,17.00,46.00,22.00,24.00,39.47,37.14,41.46,-11.36,-0.11,-14.54,-0.14,-8.65,-0.09,152.68,1.53,134.32,1.34,166.72,1.67,118.34,1.18,102.50,1.02,132.87,1.33,1.29,1.31,1.25,280.47,2.80,226.41,2.26,280.47,2.80,218.55,2.18,173.32,1.73,218.55,2.18,83.00,76.00,88.00,79.00,48.00,103.00,85.00,92.00,78.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.7.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,244.99,2.45,-0.02,-0.02,0.96,0.74,1.12,0,0,0,96.75,0.99,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.43,-0.47,-102.63,-1.03,55.20,0.55,5057.78,50.58,2229.95,22.30,2827.83,28.28,5105.21,51.05,2332.58,23.33,2772.63,27.73,954.31,9.12,995.81,9.51,242.03,2.42,0.02,0.03,0.99,0.96,1.02,0,0,0,128.18,1.29,1432.35,697.95,734.41,95.00,46.00,49.00,1.00,1.00,0,38.00,17.00,21.00,57.00,29.00,28.00,40.00,36.96,42.86,-0.50,0,-2.23,-0.02,1.13,0.01,133.10,1.33,131.17,1.31,134.66,1.35,89.57,0.89,80.43,0.80,99.02,0.99,1.49,1.63,1.36,304.07,3.04,304.07,3.04,245.72,2.46,167.68,1.68,133.75,1.34,167.68,1.68,60.00,69.00,52.00,69.00,81.00,58.00,55.00,62.00,47.00,0,0,0,"Changed "" Multiplier"": 4 => 3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-301.39,-3.01,-428.93,-4.29,127.54,1.28,4583.93,45.84,1611.40,16.11,2972.53,29.73,4885.32,48.85,2040.33,20.40,2844.99,28.45,1464.40,13.07,2156.14,19.41,242.07,2.42,-0.06,-0.08,0.94,0.79,1.05,0,0,0,99.57,1.03,922.02,419.99,502.03,61.00,28.00,33.00,1.00,0,1.00,19.00,7.00,12.00,42.00,21.00,21.00,31.15,25.00,36.36,-4.94,-0.05,-15.32,-0.15,3.86,0.04,241.26,2.41,230.20,2.30,247.71,2.48,116.32,1.16,97.16,0.97,135.48,1.35,2.07,2.37,1.83,436.92,4.37,354.20,3.54,436.92,4.37,218.55,2.18,173.32,1.73,218.55,2.18,113.00,104.00,121.00,105.00,48.00,138.00,116.00,122.00,111.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.6.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1706.10,-17.06,-686.91,-6.87,-1019.18,-10.19,4263.28,42.63,1950.79,19.51,2312.49,23.12,5969.38,59.69,2637.71,26.38,3331.67,33.32,577.89,5.50,2254.23,21.56,241.96,2.42,-0.74,-0.60,0.71,0.74,0.69,0,0,0,0,0,2220.16,1050.27,1169.89,148.00,70.00,78.00,0,0,0,54.00,25.00,29.00,94.00,45.00,49.00,36.49,35.71,37.18,-11.53,-0.12,-9.81,-0.10,-13.07,-0.13,78.95,0.79,78.03,0.78,79.74,0.80,63.50,0.63,58.62,0.59,67.99,0.68,1.24,1.33,1.17,197.74,1.98,197.74,1.98,166.20,1.66,116.78,1.17,94.18,0.94,116.78,1.17,26.00,30.00,23.00,29.00,37.00,22.00,25.00,27.00,23.00,0,0,0,"Changed "" Multiplier"": 4 => 2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-399.53,-4.00,-201.15,-2.01,-198.38,-1.98,4174.47,41.74,1386.95,13.87,2787.53,27.88,4574.00,45.74,1588.10,15.88,2985.91,29.86,1677.76,14.69,2062.55,18.27,241.07,2.41,-0.08,-0.10,0.91,0.87,0.93,0,0,0,100.53,1.05,802.37,315.08,487.28,53.00,21.00,32.00,1.00,0,1.00,15.00,5.00,10.00,38.00,16.00,22.00,28.30,23.81,31.25,-7.54,-0.07,-9.58,-0.10,-6.20,-0.06,278.30,2.78,277.39,2.77,278.75,2.79,120.37,1.20,99.26,0.99,135.72,1.35,2.31,2.80,2.05,489.05,4.89,396.82,3.97,489.05,4.89,218.55,2.18,173.32,1.73,218.55,2.18,139.00,89.00,172.00,137.00,46.00,182.00,140.00,102.00,167.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.9.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1706.10,-17.06,-686.91,-6.87,-1019.18,-10.19,4263.28,42.63,1950.79,19.51,2312.49,23.12,5969.38,59.69,2637.71,26.38,3331.67,33.32,577.89,5.50,2254.23,21.56,240.59,2.41,-0.74,-0.60,0.71,0.74,0.69,0,0,0,0,0,2220.16,1050.27,1169.89,148.00,70.00,78.00,0,0,0,54.00,25.00,29.00,94.00,45.00,49.00,36.49,35.71,37.18,-11.53,-0.12,-9.81,-0.10,-13.07,-0.13,78.95,0.79,78.03,0.78,79.74,0.80,63.50,0.63,58.62,0.59,67.99,0.68,1.24,1.33,1.17,197.74,1.98,197.74,1.98,166.20,1.66,116.78,1.17,94.18,0.94,116.78,1.17,26.00,30.00,23.00,29.00,37.00,22.00,25.00,27.00,23.00,0,0,0,"Changed "" Multiplier"": 4 => 2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-3428.08,-34.28,-1681.16,-16.81,-1746.92,-17.47,1889.95,18.90,941.30,9.41,948.65,9.49,5318.03,53.18,2622.46,26.22,2695.57,26.96,209.01,2.94,3577.21,35.41,239.75,2.40,-2.12,-0.90,0.36,0.36,0.35,0,0,0,0,0,2925.10,1499.86,1425.24,195.00,100.00,95.00,0,0,0,60.00,33.00,27.00,135.00,67.00,68.00,30.77,33.00,28.42,-17.58,-0.18,-16.81,-0.17,-18.39,-0.18,31.50,0.31,28.52,0.29,35.14,0.35,39.39,0.39,39.14,0.39,39.64,0.40,0.80,0.73,0.89,75.61,0.76,56.01,0.56,75.61,0.76,74.40,0.74,74.40,0.74,68.60,0.69,7.00,8.00,6.00,8.00,10.00,7.00,6.00,7.00,6.00,0,0,0,"Changed "" Multiplier"": 4 => 1.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,239.41,2.39,-0.01,-0.02,0.96,0.74,1.12,0,0,0,102.14,1.04,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.43,-0.47,-102.63,-1.03,55.20,0.55,5057.78,50.58,2229.95,22.30,2827.83,28.28,5105.21,51.05,2332.58,23.33,2772.63,27.73,954.31,9.12,995.81,9.51,237.38,2.37,0.02,0.03,0.99,0.96,1.02,0,0,0,123.58,1.24,1432.35,697.95,734.41,95.00,46.00,49.00,1.00,1.00,0,38.00,17.00,21.00,57.00,29.00,28.00,40.00,36.96,42.86,-0.50,0,-2.23,-0.02,1.13,0.01,133.10,1.33,131.17,1.31,134.66,1.35,89.57,0.89,80.43,0.80,99.02,0.99,1.49,1.63,1.36,304.07,3.04,304.07,3.04,245.72,2.46,167.68,1.68,133.75,1.34,167.68,1.68,60.00,69.00,52.00,69.00,81.00,58.00,55.00,62.00,47.00,0,0,0,"Changed "" Multiplier"": 4 => 3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-844.51,-8.45,-742.64,-7.43,-101.87,-1.02,4602.36,46.02,1631.82,16.32,2970.54,29.71,5446.87,54.47,2374.47,23.74,3072.40,30.72,871.77,9.10,1643.98,15.90,239.19,2.39,-0.36,-0.39,0.85,0.69,0.97,0,0,0,125.37,1.37,1176.96,547.35,629.60,78.00,36.00,42.00,1.00,1.00,0,32.00,13.00,19.00,46.00,23.00,23.00,41.03,36.11,45.24,-10.83,-0.11,-20.63,-0.20,-2.43,-0.02,143.82,1.44,125.52,1.25,156.34,1.56,118.41,1.18,103.24,1.03,133.58,1.33,1.22,1.22,1.17,263.11,2.63,212.22,2.12,263.11,2.63,218.55,2.18,173.32,1.73,218.55,2.18,79.00,82.00,76.00,69.00,48.00,83.00,86.00,101.00,70.00,0,0,0,"Changed "" R:R    1:"": 2 => 1.6.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1706.10,-17.06,-686.91,-6.87,-1019.18,-10.19,4263.28,42.63,1950.79,19.51,2312.49,23.12,5969.38,59.69,2637.71,26.38,3331.67,33.32,577.89,5.50,2254.23,21.56,240.30,2.40,-0.74,-0.60,0.71,0.74,0.69,0,0,0,0,0,2220.16,1050.27,1169.89,148.00,70.00,78.00,0,0,0,54.00,25.00,29.00,94.00,45.00,49.00,36.49,35.71,37.18,-11.53,-0.12,-9.81,-0.10,-13.07,-0.13,78.95,0.79,78.03,0.78,79.74,0.80,63.50,0.63,58.62,0.59,67.99,0.68,1.24,1.33,1.17,197.74,1.98,197.74,1.98,166.20,1.66,116.78,1.17,94.18,0.94,116.78,1.17,26.00,30.00,23.00,29.00,37.00,22.00,25.00,27.00,23.00,0,0,0,"Changed "" Multiplier"": 4 => 2.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,241.11,2.41,-0.02,-0.02,0.96,0.74,1.12,0,0,0,100.49,1.03,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-123.75,-1.24,-26.70,-0.27,-97.05,-0.97,4326.24,43.26,1437.38,14.37,2888.86,28.89,4449.99,44.50,1464.08,14.64,2985.91,29.86,1748.89,15.22,1907.33,16.81,240.59,2.41,0,0,0.97,0.98,0.97,0,0,0,100.99,1.02,787.41,300.20,487.21,52.00,20.00,32.00,1.00,0,1.00,15.00,5.00,10.00,37.00,15.00,22.00,28.85,25.00,31.25,-2.38,-0.02,-1.34,-0.01,-3.03,-0.03,288.42,2.88,287.48,2.87,288.89,2.89,120.27,1.20,97.61,0.98,135.72,1.35,2.40,2.95,2.13,506.41,5.06,411.01,4.11,506.41,5.06,218.55,2.18,173.32,1.73,218.55,2.18,142.00,76.00,183.00,160.00,46.00,217.00,134.00,86.00,167.00,0,0,0,"Changed "" R:R    1:"": 2 => 3.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,3.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
132.28,1.32,71.44,0.71,60.83,0.61,4766.91,47.67,1743.44,17.43,3023.47,30.23,4634.63,46.35,1672.00,16.72,2962.64,29.63,1606.66,14.16,2093.72,18.65,239.67,2.40,0.08,0.11,1.03,1.04,1.02,0,0,0,101.89,1.01,862.40,360.32,502.08,57.00,24.00,33.00,1.00,0,1.00,18.00,7.00,11.00,39.00,17.00,22.00,31.58,29.17,33.33,2.32,0.02,2.98,0.03,1.84,0.02,264.83,2.65,249.06,2.49,274.86,2.75,118.84,1.19,98.35,0.98,134.67,1.34,2.23,2.53,2.04,471.66,4.71,382.63,3.82,471.66,4.71,218.55,2.18,173.32,1.73,218.55,2.18,126.00,84.00,157.00,142.00,49.00,202.00,119.00,99.00,135.00,0,0,0,"Changed "" R:R    1:"": 2 => 2.8.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-216.01,-2.16,-558.50,-5.59,342.49,3.42,4867.53,48.68,1615.52,16.16,3252.01,32.52,5083.54,50.84,2174.02,21.74,2909.52,29.10,1453.84,13.64,1861.64,16.84,240.41,2.40,-0.02,-0.02,0.96,0.74,1.12,0,0,0,101.17,1.03,846.77,389.87,456.90,56.00,26.00,30.00,1.00,0,1.00,21.00,8.00,13.00,35.00,18.00,17.00,37.50,30.77,43.33,-3.86,-0.04,-21.48,-0.21,11.42,0.12,231.79,2.32,201.94,2.02,250.15,2.50,145.24,1.45,120.78,1.21,171.15,1.71,1.60,1.67,1.46,419.53,4.19,340.01,3.40,419.53,4.19,269.42,2.69,212.93,2.13,269.42,2.69,125.00,98.00,148.00,116.00,51.00,156.00,131.00,120.00,142.00,0,0,0,"Changed "" Multiplier"": 4 => 5.","close",21.00,0.40,0,10.00,5.00,true,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
